Loyalty Number,Country,Province,City,Postal Code,Gender,Education,Salary,Marital Status,Loyalty Card,CLV,Enrollment Type,Enrollment Year,Enrollment Month,Cancellation Year,Cancellation Month,Flights_2017,Flights_2018,Flights_2016,Value_Class,Churn_Grade
950914,Canada,Saskatchewan,Regina,S6J 3G0,Female,Doctor,100760.0,Married,Star,4775.48,Standard,2017,9,,,4.0,23.0,0.0,Class 2 (Low Value),Grade B - Less Likely / Not Likely
387129,Canada,British Columbia,Vancouver,V5R 1W3,Female,College,73455.0,Single,Star,4776.19,Standard,2013,6,,,32.0,21.0,0.0,Class 2 (Low Value),Grade C - neutral
876006,Canada,Saskatchewan,Regina,S6J 3G0,Male,Bachelor,71563.0,Married,Star,4779.89,Standard,2016,9,,,24.0,29.0,0.0,Class 2 (Low Value),Grade B - Less Likely / Not Likely
230311,Canada,Ontario,Thunder Bay,K8T 5M5,Female,Bachelor,54123.0,Married,Star,4781.82,Standard,2014,8,,,20.0,17.0,0.0,Class 2 (Low Value),Grade C - neutral
955991,Canada,Ontario,Ottawa,K1F 2R2,Male,Bachelor,91681.0,Single,Star,4782.35,Standard,2013,9,,,12.0,4.0,0.0,Class 2 (Low Value),Grade C - neutral
279409,Canada,Manitoba,Winnipeg,R2C 0M5,Female,College,73455.0,Single,Star,4784.42,Standard,2016,10,,,23.0,8.0,0.0,Class 2 (Low Value),Grade C - neutral
293531,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,College,73455.0,Single,Star,4784.77,Standard,2017,3,,,5.0,10.0,0.0,Class 2 (Low Value),Grade B - Less Likely / Not Likely
886127,Canada,Ontario,Toronto,M2Z 4K1,Female,College,73455.0,Single,Star,4784.77,Standard,2014,3,,,16.0,10.0,0.0,Class 2 (Low Value),Grade C - neutral
536021,Canada,Ontario,Toronto,M8Y 4K8,Female,Bachelor,50795.0,Divorced,Star,4784.96,Standard,2016,5,,,0.0,3.0,0.0,Class 2 (Low Value),Grade B - Less Likely / Not Likely
579005,Canada,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,49031.0,Married,Star,4786.01,Standard,2016,10,,,19.0,24.0,0.0,Class 2 (Low Value),Grade B - Less Likely / Not Likely
758372,Canada,British Columbia,Vancouver,V5R 1W3,Male,College,73455.0,Single,Star,4786.05,Standard,2017,1,,,10.0,16.0,0.0,Class 2 (Low Value),Grade B - Less Likely / Not Likely
142290,Canada,Alberta,Edmonton,T9G 1W3,Male,College,73455.0,Divorced,Star,2004.35,2018 Promotion,2018,3,,,0.0,55.0,0.0,Class 2 (Low Value),Grade B - Less Likely / Not Likely
605505,Canada,Manitoba,Winnipeg,R2C 0M5,Male,College,73455.0,Married,Star,4787.47,Standard,2016,3,,,25.0,12.0,0.0,Class 2 (Low Value),Grade C - neutral
413185,Canada,Nova Scotia,Halifax,B3C 2M8,Female,Doctor,175830.0,Married,Star,4792.51,Standard,2016,7,,,12.0,13.0,0.0,Class 2 (Low Value),Grade B - Less Likely / Not Likely
715462,Canada,Ontario,Toronto,P1J 8T7,Male,High School or Below,61579.0,Divorced,Star,4792.83,Standard,2013,6,,,10.0,16.0,0.0,Class 2 (Low Value),Grade B - Less Likely / Not Likely
739933,Canada,Ontario,Sudbury,M5V 1G5,Male,Bachelor,83138.0,Married,Star,4794.12,Standard,2012,5,,,18.0,9.0,0.0,Class 2 (Low Value),Grade C - neutral
675106,Canada,Saskatchewan,Regina,S6J 3G0,Male,Master,104812.0,Divorced,Star,4794.48,Standard,2014,10,,,18.0,24.0,0.0,Class 2 (Low Value),Grade B - Less Likely / Not Likely
767728,Canada,Quebec,Montreal,H2Y 2W2,Male,Bachelor,56104.0,Married,Star,4795.39,Standard,2018,7,,,0.0,4.0,0.0,Class 2 (Low Value),Grade B - Less Likely / Not Likely
244032,Canada,British Columbia,Vancouver,V1E 4R6,Male,Bachelor,88871.0,Married,Star,4798.24,Standard,2016,10,,,19.0,10.0,0.0,Class 2 (Low Value),Grade C - neutral
583648,Canada,Ontario,Ottawa,K1F 2R2,Male,Bachelor,59210.0,Single,Star,4803.24,Standard,2012,12,,,7.0,9.0,0.0,Class 2 (Low Value),Grade B - Less Likely / Not Likely
250380,Canada,Newfoundland,St. John's,A1C 6H9,Female,Doctor,219564.0,Married,Star,4803.78,Standard,2017,10,,,3.0,13.0,0.0,Class 2 (Low Value),Grade B - Less Likely / Not Likely
935504,Canada,British Columbia,Vancouver,V6E 3D9,Male,College,73455.0,Single,Star,4803.94,Standard,2017,2,,,14.0,7.0,0.0,Class 2 (Low Value),Grade C - neutral
311943,Canada,Ontario,Toronto,P1J 8T7,Male,Doctor,219184.0,Married,Star,4804.51,Standard,2015,9,,,8.0,9.0,0.0,Class 2 (Low Value),Grade B - Less Likely / Not Likely
811684,Canada,Manitoba,Winnipeg,R3R 3T4,Male,Bachelor,104990.0,Married,Star,4807.85,Standard,2017,7,,,3.0,16.0,0.0,Class 2 (Low Value),Grade B - Less Likely / Not Likely
672103,Canada,British Columbia,Whistler,V6T 1Y8,Male,College,73455.0,Single,Star,4811.74,Standard,2018,11,,,19.0,11.0,0.0,Class 2 (Low Value),Grade C - neutral
657339,Canada,Alberta,Calgary,T3E 2V9,Female,High School or Below,52820.0,Married,Star,4812.53,Standard,2014,5,,,22.0,14.0,0.0,Class 2 (Low Value),Grade C - neutral
433812,Canada,Quebec,Quebec City,G1B 3L5,Male,College,73455.0,Single,Star,4814.35,Standard,2012,5,,,24.0,7.0,0.0,Class 2 (Low Value),Grade C - neutral
559304,Canada,Saskatchewan,Regina,S1J 3C5,Female,College,73455.0,Single,Star,4815.02,Standard,2017,5,,,11.0,11.0,0.0,Class 2 (Low Value),Grade C - neutral
290249,Canada,Quebec,Montreal,H2Y 2W2,Female,Bachelor,75400.0,Single,Star,4815.85,Standard,2014,9,,,30.0,39.0,0.0,Class 2 (Low Value),Grade B - Less Likely / Not Likely
948815,Canada,Ontario,Sudbury,M5V 1G5,Male,Bachelor,78293.0,Married,Star,4821.21,Standard,2017,2,,,17.0,13.0,0.0,Class 2 (Low Value),Grade C - neutral
513229,Canada,Quebec,Montreal,H2Y 2W2,Male,Bachelor,75040.0,Married,Star,4823.56,Standard,2012,8,,,12.0,10.0,0.0,Class 2 (Low Value),Grade C - neutral
501278,Canada,Ontario,Toronto,M2Z 4K1,Male,College,73455.0,Married,Star,4825.5,Standard,2012,6,,,14.0,20.0,0.0,Class 2 (Low Value),Grade B - Less Likely / Not Likely
500455,Canada,British Columbia,Whistler,V6T 1Y8,Male,Bachelor,57385.0,Married,Star,4829.57,Standard,2016,1,,,18.0,11.0,0.0,Class 2 (Low Value),Grade C - neutral
277356,Canada,British Columbia,Vancouver,V6E 3Z3,Female,College,73455.0,Divorced,Star,4830.91,Standard,2017,2,2017.0,10.0,6.0,0.0,0.0,Class 2 (Low Value),Grade D - already cancelled
615394,Canada,Ontario,Toronto,P1W 1K4,Female,High School or Below,67071.0,Married,Star,4831.42,Standard,2018,11,,,16.0,20.0,0.0,Class 2 (Low Value),Grade B - Less Likely / Not Likely
936723,Canada,British Columbia,Victoria,V10 6T5,Male,College,73455.0,Single,Star,4832.12,Standard,2017,2,2017.0,10.0,20.0,0.0,0.0,Class 2 (Low Value),Grade D - already cancelled
158314,Canada,Ontario,Kingston,M9K 2P4,Female,Bachelor,60235.0,Divorced,Star,4834.71,Standard,2017,9,,,3.0,6.0,0.0,Class 2 (Low Value),Grade B - Less Likely / Not Likely
418090,Canada,Ontario,Toronto,P1J 8T7,Female,Bachelor,60235.0,Divorced,Star,4834.71,Standard,2016,1,,,13.0,11.0,0.0,Class 2 (Low Value),Grade C - neutral
769623,Canada,Ontario,Ottawa,K1F 2R2,Male,Bachelor,60235.0,Divorced,Star,4834.71,Standard,2018,6,,,12.0,10.0,0.0,Class 2 (Low Value),Grade C - neutral
685314,Canada,Ontario,Toronto,M8Y 4K8,Male,Bachelor,55335.0,Married,Star,4834.8,Standard,2014,10,,,11.0,17.0,0.0,Class 2 (Low Value),Grade B - Less Likely / Not Likely
413282,Canada,Ontario,Toronto,M2Z 4K1,Female,Bachelor,58729.0,Married,Star,4835.78,Standard,2016,8,,,19.0,14.0,0.0,Class 2 (Low Value),Grade C - neutral
884088,Canada,Ontario,Toronto,P2T 6G3,Female,College,73455.0,Single,Star,4836.05,Standard,2015,6,,,10.0,21.0,0.0,Class 2 (Low Value),Grade B - Less Likely / Not Likely
445867,Canada,Quebec,Montreal,H2T 2J6,Female,College,73455.0,Divorced,Star,4836.39,Standard,2014,7,,,20.0,7.0,0.0,Class 2 (Low Value),Grade C - neutral
568286,Canada,New Brunswick,Fredericton,E3B 2H2,Male,College,73455.0,Single,Star,4837.93,Standard,2016,5,,,14.0,4.0,0.0,Class 2 (Low Value),Grade C - neutral
965066,Canada,Ontario,Toronto,M2M 7K8,Male,Bachelor,85887.0,Married,Star,4838.21,Standard,2017,12,2018.0,8.0,0.0,18.0,0.0,Class 2 (Low Value),Grade D - already cancelled
516329,Canada,British Columbia,Vancouver,V5R 1W3,Female,College,73455.0,Single,Star,4847.24,Standard,2012,9,,,16.0,17.0,0.0,Class 2 (Low Value),Grade B - Less Likely / Not Likely
945479,Canada,British Columbia,Kelowna,V09 2E9,Female,High School or Below,54073.0,Married,Star,4853.1,Standard,2016,10,,,19.0,14.0,0.0,Class 2 (Low Value),Grade C - neutral
363925,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,College,73455.0,Single,Star,4853.53,Standard,2017,11,,,0.0,15.0,0.0,Class 2 (Low Value),Grade B - Less Likely / Not Likely
798216,Canada,Ontario,Toronto,M1R 4K3,Female,Bachelor,53738.0,Single,Star,4854.75,Standard,2014,5,,,16.0,15.0,0.0,Class 2 (Low Value),Grade C - neutral
822694,Canada,Ontario,London,M5B 3E4,Male,Bachelor,49577.0,Married,Star,4855.77,Standard,2018,6,,,18.0,22.0,0.0,Class 2 (Low Value),Grade B - Less Likely / Not Likely
784838,Canada,Nova Scotia,Halifax,B3J 9S2,Male,College,73455.0,Single,Star,4858.07,Standard,2015,8,,,32.0,19.0,0.0,Class 2 (Low Value),Grade C - neutral
405597,Canada,Quebec,Tremblant,H5Y 2S9,Female,Bachelor,47774.0,Single,Star,4858.12,Standard,2013,5,,,11.0,7.0,0.0,Class 2 (Low Value),Grade C - neutral
502592,Canada,New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,60759.0,Divorced,Star,4860.91,Standard,2016,8,,,14.0,8.0,0.0,Class 2 (Low Value),Grade C - neutral
134717,Canada,Alberta,Edmonton,T9G 1W3,Male,College,73455.0,Single,Star,2379.74,2018 Promotion,2018,4,,,0.0,23.0,0.0,Class 2 (Low Value),Grade B - Less Likely / Not Likely
416620,Canada,Quebec,Montreal,H2Y 4R4,Male,Bachelor,58863.0,Married,Star,4862.91,Standard,2018,9,,,0.0,3.0,0.0,Class 2 (Low Value),Grade B - Less Likely / Not Likely
198424,Canada,Alberta,Edmonton,T9G 1W3,Male,College,73455.0,Married,Star,4863.54,Standard,2014,6,,,12.0,13.0,0.0,Class 2 (Low Value),Grade B - Less Likely / Not Likely
814653,Canada,Saskatchewan,Regina,S6J 3G0,Female,Bachelor,59278.0,Married,Star,4864.53,Standard,2017,3,,,7.0,12.0,0.0,Class 2 (Low Value),Grade B - Less Likely / Not Likely
636505,Canada,Quebec,Montreal,H2T 9K8,Female,Bachelor,51831.0,Married,Star,4865.37,Standard,2015,6,,,15.0,2.0,0.0,Class 2 (Low Value),Grade C - neutral
685346,Canada,Quebec,Tremblant,H5Y 2S9,Male,Bachelor,72587.0,Married,Star,4869.24,Standard,2014,10,,,10.0,17.0,0.0,Class 2 (Low Value),Grade B - Less Likely / Not Likely
919506,Canada,British Columbia,Whistler,V6T 1Y8,Female,High School or Below,68312.0,Divorced,Star,4869.6,Standard,2018,10,,,0.0,5.0,0.0,Class 2 (Low Value),Grade B - Less Likely / Not Likely
272944,Canada,Quebec,Tremblant,H5Y 2S9,Female,College,73455.0,Married,Star,4872.02,Standard,2015,12,,,15.0,16.0,0.0,Class 2 (Low Value),Grade B - Less Likely / Not Likely
512906,Canada,New Brunswick,Fredericton,E3B 2H2,Male,College,73455.0,Married,Star,4872.02,Standard,2017,8,,,0.0,18.0,0.0,Class 2 (Low Value),Grade B - Less Likely / Not Likely
490984,Canada,Ontario,Kingston,M9K 2P4,Male,College,73455.0,Single,Star,4872.58,Standard,2013,4,,,16.0,16.0,0.0,Class 2 (Low Value),Grade C - neutral
812042,Canada,British Columbia,Vancouver,V1E 4R6,Male,Bachelor,82578.0,Married,Star,4872.77,Standard,2014,2,,,13.0,14.0,0.0,Class 2 (Low Value),Grade B - Less Likely / Not Likely
366719,Canada,Quebec,Montreal,H2Y 4R4,Male,Bachelor,66902.0,Married,Star,4873.35,Standard,2017,7,,,6.0,8.0,0.0,Class 2 (Low Value),Grade B - Less Likely / Not Likely
192177,Canada,Manitoba,Winnipeg,R2C 0M5,Female,Master,98422.0,Married,Star,4873.44,Standard,2015,11,,,26.0,14.0,0.0,Class 2 (Low Value),Grade C - neutral
273353,Canada,Quebec,Montreal,H2Y 4R4,Male,Master,98422.0,Married,Star,4873.44,Standard,2018,7,,,0.0,15.0,0.0,Class 2 (Low Value),Grade B - Less Likely / Not Likely
249555,Canada,Ontario,Toronto,M2M 7K8,Female,College,73455.0,Married,Star,4876.47,Standard,2015,12,,,19.0,16.0,0.0,Class 2 (Low Value),Grade C - neutral
103862,Canada,Ontario,Kingston,M9K 2P4,Female,Doctor,299560.0,Married,Star,4878.83,Standard,2013,7,,,12.0,13.0,0.0,Class 2 (Low Value),Grade B - Less Likely / Not Likely
121935,Canada,Yukon,Whitehorse,Y2K 6R0,Female,Doctor,299560.0,Married,Star,4878.83,Standard,2015,10,,,12.0,3.0,0.0,Class 2 (Low Value),Grade C - neutral
224402,Canada,Ontario,Kingston,M9K 2P4,Male,Bachelor,63634.0,Married,Star,4878.95,Standard,2016,10,,,14.0,8.0,0.0,Class 2 (Low Value),Grade C - neutral
416768,Canada,Ontario,Kingston,M9K 2P4,Male,College,73455.0,Single,Star,4879.71,Standard,2017,3,,,14.0,20.0,0.0,Class 2 (Low Value),Grade B - Less Likely / Not Likely
667767,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,70557.0,Divorced,Star,4880.71,Standard,2015,12,,,18.0,15.0,0.0,Class 2 (Low Value),Grade C - neutral
955178,Canada,Ontario,Toronto,M2P 4F6,Female,Bachelor,49760.0,Married,Star,4880.95,Standard,2017,1,,,12.0,6.0,0.0,Class 2 (Low Value),Grade C - neutral
534716,Canada,Ontario,Trenton,K8V 4B2,Male,Bachelor,59712.0,Married,Star,4881.3,Standard,2016,1,,,15.0,24.0,0.0,Class 2 (Low Value),Grade B - Less Likely / Not Likely
565041,Canada,Quebec,Tremblant,H5Y 2S9,Male,Bachelor,98417.0,Married,Star,4881.39,Standard,2012,4,,,9.0,18.0,0.0,Class 2 (Low Value),Grade B - Less Likely / Not Likely
596004,Canada,British Columbia,Vancouver,V5R 1W3,Male,College,73455.0,Single,Star,4881.75,Standard,2013,1,,,10.0,15.0,0.0,Class 2 (Low Value),Grade B - Less Likely / Not Likely
335839,Canada,Ontario,Toronto,P5S 6R4,Female,Bachelor,90889.0,Married,Star,4882.49,Standard,2013,7,,,20.0,13.0,0.0,Class 2 (Low Value),Grade C - neutral
621940,Canada,British Columbia,West Vancouver,V6V 8Z3,Male,Doctor,162087.0,Divorced,Star,4883.55,Standard,2017,9,,,0.0,8.0,0.0,Class 2 (Low Value),Grade B - Less Likely / Not Likely
308379,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,74847.0,Married,Star,4883.81,Standard,2016,9,,,24.0,11.0,0.0,Class 2 (Low Value),Grade C - neutral
683791,Canada,Ontario,Trenton,K8V 4B2,Female,Bachelor,47834.0,Married,Star,4884.16,Standard,2015,1,,,17.0,16.0,0.0,Class 2 (Low Value),Grade C - neutral
715015,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,47834.0,Married,Star,4884.16,Standard,2014,10,,,13.0,4.0,0.0,Class 2 (Low Value),Grade C - neutral
835796,Canada,Ontario,Toronto,M1R 4K3,Female,Doctor,254243.0,Married,Star,4885.16,Standard,2013,7,,,22.0,16.0,0.0,Class 2 (Low Value),Grade C - neutral
564201,Canada,Nova Scotia,Halifax,B3C 2M8,Male,Bachelor,69406.0,Married,Star,4889.61,Standard,2015,8,,,10.0,15.0,0.0,Class 2 (Low Value),Grade B - Less Likely / Not Likely
572410,Canada,Nova Scotia,Halifax,B3J 9S2,Male,College,73455.0,Divorced,Star,4890.11,Standard,2014,7,,,9.0,33.0,0.0,Class 2 (Low Value),Grade B - Less Likely / Not Likely
306288,Canada,Ontario,Toronto,M1R 4K3,Female,Bachelor,47792.0,Married,Star,4892.44,Standard,2013,11,2018.0,1.0,15.0,0.0,0.0,Class 2 (Low Value),Grade D - already cancelled
568111,Canada,Alberta,Banff,T4V 1D4,Male,Bachelor,47792.0,Married,Star,4892.44,Standard,2017,1,,,21.0,7.0,0.0,Class 2 (Low Value),Grade C - neutral
201220,Canada,British Columbia,West Vancouver,V6V 8Z3,Male,Bachelor,63517.0,Married,Star,4892.62,Standard,2013,9,,,22.0,14.0,0.0,Class 2 (Low Value),Grade C - neutral
533766,Canada,British Columbia,Vancouver,V1E 4R6,Male,College,73455.0,Single,Star,4893.29,Standard,2012,10,,,11.0,9.0,0.0,Class 2 (Low Value),Grade C - neutral
990933,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Doctor,244110.0,Married,Star,4893.98,Standard,2013,12,,,9.0,26.0,0.0,Class 2 (Low Value),Grade B - Less Likely / Not Likely
613265,Canada,Ontario,London,M5B 3E4,Male,Bachelor,71783.0,Married,Star,4895.81,Standard,2015,12,,,12.0,18.0,0.0,Class 2 (Low Value),Grade B - Less Likely / Not Likely
163608,Canada,British Columbia,Victoria,V10 6T5,Female,College,73455.0,Single,Star,4896.26,Standard,2013,1,,,15.0,18.0,0.0,Class 2 (Low Value),Grade B - Less Likely / Not Likely
237984,Canada,Quebec,Montreal,H2T 2J6,Male,College,73455.0,Single,Star,4896.26,Standard,2017,4,,,18.0,17.0,0.0,Class 2 (Low Value),Grade C - neutral
288419,Canada,Quebec,Montreal,H2Y 2W2,Female,College,73455.0,Single,Star,4896.27,Standard,2016,1,,,10.0,17.0,0.0,Class 2 (Low Value),Grade B - Less Likely / Not Likely
285738,Canada,British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,58563.0,Divorced,Star,4896.56,Standard,2016,9,2017.0,5.0,13.0,0.0,0.0,Class 2 (Low Value),Grade D - already cancelled
666556,Canada,Ontario,Toronto,P5S 6R4,Female,High School or Below,69529.0,Single,Star,4897.04,Standard,2014,10,,,20.0,13.0,0.0,Class 2 (Low Value),Grade C - neutral
698180,Canada,British Columbia,Vancouver,V6E 3D9,Female,High School or Below,69529.0,Single,Star,4897.04,Standard,2018,6,,,0.0,12.0,0.0,Class 2 (Low Value),Grade B - Less Likely / Not Likely
807589,Canada,Ontario,Ottawa,K1F 2R2,Male,Bachelor,72205.0,Married,Star,4898.96,Standard,2016,11,,,32.0,22.0,0.0,Class 2 (Low Value),Grade C - neutral
135382,Canada,Ontario,Toronto,P2T 6G3,Male,College,73455.0,Married,Star,4899.23,Standard,2016,1,,,20.0,14.0,0.0,Class 2 (Low Value),Grade C - neutral
444778,Canada,British Columbia,Vancouver,V6E 3D9,Female,College,73455.0,Married,Star,4899.23,Standard,2016,7,,,13.0,16.0,0.0,Class 2 (Low Value),Grade B - Less Likely / Not Likely
502534,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,85221.0,Divorced,Star,4901.89,Standard,2014,8,,,10.0,14.0,0.0,Class 2 (Low Value),Grade B - Less Likely / Not Likely
589840,Canada,Ontario,Thunder Bay,K8T 5M5,Male,College,73455.0,Married,Star,4903.13,Standard,2014,11,,,10.0,10.0,0.0,Class 2 (Low Value),Grade C - neutral
551300,Canada,Ontario,Toronto,P5S 6R4,Male,College,73455.0,Single,Star,4903.15,Standard,2015,10,,,25.0,29.0,0.0,Class 2 (Low Value),Grade B - Less Likely / Not Likely
990204,Canada,British Columbia,Vancouver,V6E 3D9,Male,College,73455.0,Single,Star,4903.15,Standard,2014,10,,,14.0,16.0,0.0,Class 2 (Low Value),Grade B - Less Likely / Not Likely
148299,Canada,Manitoba,Winnipeg,R2C 0M5,Male,College,73455.0,Married,Star,4903.81,Standard,2014,6,,,11.0,15.0,0.0,Class 2 (Low Value),Grade B - Less Likely / Not Likely
412902,Canada,Quebec,Tremblant,H5Y 2S9,Male,Master,79329.0,Divorced,Star,4904.89,Standard,2016,5,,,27.0,17.0,0.0,Class 2 (Low Value),Grade C - neutral
602694,Canada,Quebec,Montreal,H2T 2J6,Female,Master,79329.0,Divorced,Star,4904.89,Standard,2018,8,,,0.0,8.0,0.0,Class 2 (Low Value),Grade B - Less Likely / Not Likely
205445,Canada,Ontario,Thunder Bay,K8T 5M5,Female,Bachelor,65697.0,Married,Star,4905.32,Standard,2016,8,,,18.0,14.0,0.0,Class 2 (Low Value),Grade C - neutral
773293,Canada,Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,76838.0,Divorced,Star,4909.84,Standard,2016,2,,,15.0,12.0,0.0,Class 2 (Low Value),Grade C - neutral
957127,Canada,New Brunswick,Moncton,E1A 2A7,Male,Bachelor,55983.0,Married,Star,4911.0,Standard,2012,10,,,7.0,14.0,0.0,Class 2 (Low Value),Grade B - Less Likely / Not Likely
176611,Canada,Nova Scotia,Halifax,B3J 9S2,Male,Bachelor,56566.0,Married,Star,4911.12,Standard,2017,12,,,0.0,21.0,0.0,Class 2 (Low Value),Grade B - Less Likely / Not Likely
848248,Canada,Saskatchewan,Regina,S1J 3C5,Male,Bachelor,56566.0,Married,Star,4911.12,Standard,2014,3,,,19.0,21.0,0.0,Class 2 (Low Value),Grade B - Less Likely / Not Likely
162013,Canada,Nova Scotia,Halifax,B3C 2M8,Female,Bachelor,70540.0,Divorced,Star,4911.46,Standard,2014,2,,,8.0,12.0,0.0,Class 2 (Low Value),Grade B - Less Likely / Not Likely
706628,Canada,Ontario,Toronto,M2Z 4K1,Female,College,73455.0,Single,Star,4911.77,Standard,2018,6,,,0.0,5.0,0.0,Class 2 (Low Value),Grade B - Less Likely / Not Likely
495027,Canada,British Columbia,West Vancouver,V6V 8Z3,Male,Bachelor,67246.0,Single,Star,4913.12,Standard,2015,3,,,6.0,13.0,0.0,Class 2 (Low Value),Grade B - Less Likely / Not Likely
731001,Canada,Quebec,Montreal,H2T 2J6,Female,Bachelor,67246.0,Single,Star,4913.12,Standard,2017,10,,,3.0,5.0,0.0,Class 2 (Low Value),Grade B - Less Likely / Not Likely
106001,Canada,Quebec,Montreal,H2Y 4R4,Female,High School or Below,39000.0,Single,Star,4914.04,Standard,2013,1,,,35.0,15.0,0.0,Class 2 (Low Value),Grade C - neutral
692096,Canada,Manitoba,Winnipeg,R2C 0M5,Female,High School or Below,39000.0,Single,Star,4914.04,Standard,2017,1,,,25.0,3.0,0.0,Class 2 (Low Value),Grade C - neutral
544569,Canada,Quebec,Tremblant,H5Y 2S9,Male,Doctor,100482.0,Married,Star,4914.73,Standard,2015,1,,,13.0,14.0,0.0,Class 2 (Low Value),Grade B - Less Likely / Not Likely
616220,Canada,New Brunswick,Moncton,E1A 2A7,Female,Doctor,100482.0,Married,Star,4914.73,Standard,2016,3,,,7.0,10.0,0.0,Class 2 (Low Value),Grade B - Less Likely / Not Likely
890361,Canada,British Columbia,Vancouver,V6E 3Z3,Male,College,73455.0,Single,Star,4915.39,Standard,2017,4,,,0.0,12.0,0.0,Class 2 (Low Value),Grade B - Less Likely / Not Likely
778426,Canada,New Brunswick,Moncton,E1A 2A7,Male,Bachelor,80921.0,Married,Star,4916.37,Standard,2017,2,,,8.0,9.0,0.0,Class 2 (Low Value),Grade B - Less Likely / Not Likely
211083,Canada,Ontario,Sudbury,M5V 1G5,Male,College,73455.0,Single,Star,4916.48,Standard,2014,11,,,10.0,21.0,0.0,Class 2 (Low Value),Grade B - Less Likely / Not Likely
693256,Canada,Ontario,Toronto,P1J 8T7,Female,Bachelor,47937.0,Married,Star,4916.58,Standard,2013,5,,,17.0,7.0,0.0,Class 2 (Low Value),Grade C - neutral
343377,Canada,Saskatchewan,Regina,S6J 3G0,Female,Bachelor,47541.0,Married,Star,4920.49,Standard,2012,11,,,21.0,12.0,0.0,Class 2 (Low Value),Grade C - neutral
608739,Canada,Quebec,Montreal,H4G 3T4,Male,College,73455.0,Single,Star,4920.77,Standard,2016,4,,,26.0,10.0,0.0,Class 2 (Low Value),Grade C - neutral
421497,Canada,Quebec,Montreal,H2T 9K8,Female,Bachelor,63840.0,Married,Star,4921.33,Standard,2015,3,,,18.0,16.0,0.0,Class 2 (Low Value),Grade C - neutral
268094,Canada,Quebec,Hull,J8Y 3Z5,Female,College,73455.0,Single,Star,4921.75,Standard,2017,10,,,0.0,15.0,0.0,Class 2 (Low Value),Grade B - Less Likely / Not Likely
982608,Canada,British Columbia,Vancouver,V6E 3Z3,Male,College,73455.0,Single,Star,4921.75,Standard,2016,9,2017.0,5.0,3.0,0.0,0.0,Class 2 (Low Value),Grade D - already cancelled
821404,Canada,Quebec,Montreal,H2T 2J6,Male,Bachelor,67898.0,Married,Star,4926.28,Standard,2016,1,,,4.0,6.0,0.0,Class 2 (Low Value),Grade B - Less Likely / Not Likely
544561,Canada,New Brunswick,Fredericton,E3B 2H2,Male,College,73455.0,Single,Star,4927.07,Standard,2017,4,,,9.0,13.0,0.0,Class 2 (Low Value),Grade B - Less Likely / Not Likely
709550,Canada,Quebec,Montreal,H2T 2J6,Female,Bachelor,103558.0,Single,Star,4928.0,Standard,2012,7,,,14.0,16.0,0.0,Class 2 (Low Value),Grade B - Less Likely / Not Likely
601448,Canada,Ontario,Thunder Bay,K8T 5M5,Female,Bachelor,50663.0,Married,Star,4929.55,Standard,2017,2,,,16.0,18.0,0.0,Class 2 (Low Value),Grade B - Less Likely / Not Likely
264234,Canada,Ontario,Toronto,M8Y 4K8,Male,College,73455.0,Single,Star,4929.81,Standard,2014,1,,,13.0,12.0,0.0,Class 2 (Low Value),Grade C - neutral
989048,Canada,British Columbia,Kelowna,V09 2E9,Female,College,73455.0,Single,Star,4929.81,Standard,2016,4,,,31.0,10.0,0.0,Class 2 (Low Value),Grade C - neutral
788460,Canada,Ontario,Toronto,P1W 1K4,Male,Bachelor,83431.0,Married,Star,4930.95,Standard,2016,5,2018.0,2.0,16.0,6.0,0.0,Class 2 (Low Value),Grade D - already cancelled
831087,Canada,Ontario,Toronto,P1L 8X8,Female,Bachelor,86648.0,Married,Star,4932.88,Standard,2012,11,,,19.0,6.0,0.0,Class 2 (Low Value),Grade C - neutral
750776,Canada,Ontario,Trenton,K8V 4B2,Male,Bachelor,53537.0,Married,Star,4935.19,Standard,2017,5,2018.0,1.0,9.0,0.0,0.0,Class 2 (Low Value),Grade D - already cancelled
401336,Canada,Ontario,Toronto,M2P 4F6,Male,College,73455.0,Single,Aurora,4936.89,Standard,2013,3,,,15.0,11.0,0.0,Class 1 (High Value),Grade C - neutral
936612,Canada,Quebec,Montreal,H4G 3T4,Male,Bachelor,87727.0,Married,Aurora,4938.21,Standard,2017,1,2017.0,9.0,9.0,0.0,0.0,Class 1 (High Value),Grade D - already cancelled
785836,Canada,Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,58918.0,Married,Aurora,4938.89,Standard,2014,3,,,24.0,13.0,0.0,Class 2 (Low Value),Grade C - neutral
